transit_timestamp,bus_route,ridership,transfers
07/22/2025 04:00:00 PM,BX12+,2644,594
07/05/2025 12:00:00 PM,BX12+,1266,278
06/14/2025 09:00:00 PM,BX12+,352,82
06/29/2025 02:00:00 AM,BX12+,0,0
03/13/2025 03:00:00 PM,BX12+,1226,235
04/13/2025 02:00:00 PM,BX12+,677,142
04/18/2025 01:00:00 AM,BX12+,0,0
02/02/2025 03:00:00 PM,BX12+,0,0
03/16/2025 09:00:00 AM,BX12+,337,55
06/18/2025 07:00:00 PM,BX12+,1143,209
06/09/2025 11:00:00 PM,BX12+,20,0
02/20/2025 08:00:00 PM,BX12+,221,48
04/06/2025 04:00:00 AM,BX12+,0,0
01/05/2025 12:00:00 AM,BX12+,6,2
01/11/2025 02:00:00 AM,BX12+,0,0
04/25/2025 06:00:00 PM,BX12+,652,135
07/22/2025 02:00:00 PM,BX12+,2136,533
04/03/2025 09:00:00 AM,BX12+,869,193
07/19/2025 07:00:00 AM,BX12+,1274,238
08/01/2025 10:00:00 PM,BX12+,132,14
02/02/2025 07:00:00 PM,BX12+,0,0
03/03/2025 12:00:00 AM,BX12+,0,0
08/13/2025 12:00:00 AM,BX12+,16,4
07/07/2025 07:00:00 PM,BX12+,862,191
02/17/2025 04:00:00 AM,BX12+,0,0
04/07/2025 06:00:00 AM,BX12+,839,137
07/02/2025 02:00:00 PM,BX12+,1967,519
05/04/2025 07:00:00 PM,BX12+,550,116
02/08/2025 06:00:00 AM,BX12+,0,0
08/14/2025 01:00:00 AM,BX12+,0,0
08/05/2025 05:00:00 AM,BX12+,276,50
07/07/2025 06:00:00 AM,BX12+,1700,305
03/27/2025 11:00:00 PM,BX12+,13,5
07/31/2025 04:00:00 PM,BX12+,1381,208
01/30/2025 01:00:00 AM,BX12+,0,0
08/30/2025 09:00:00 AM,BX12+,0,0
08/13/2025 02:00:00 AM,BX12+,0,0
08/13/2025 04:00:00 AM,BX12+,0,0
03/27/2025 09:00:00 AM,BX12+,839,222
01/20/2025 03:00:00 AM,BX12+,0,0
04/11/2025 07:00:00 PM,BX12+,384,93
08/21/2025 08:00:00 PM,BX12+,676,168
06/19/2025 08:00:00 PM,BX12+,547,106
01/18/2025 07:00:00 AM,BX12+,357,68
05/26/2025 04:00:00 PM,BX12+,1689,325
08/21/2025 02:00:00 AM,BX12+,0,0
08/19/2025 06:00:00 PM,BX12+,1366,344
06/29/2025 04:00:00 AM,BX12+,0,0
02/08/2025 05:00:00 PM,BX12+,0,0
09/02/2025 11:00:00 PM,BX12+,0,0
04/08/2025 08:00:00 AM,BX12+,1363,297
02/12/2025 06:00:00 AM,BX12+,753,121
03/20/2025 05:00:00 AM,BX12+,150,19
07/29/2025 09:00:00 AM,BX12+,1930,451
05/17/2025 09:00:00 AM,BX12+,1237,149
07/25/2025 03:00:00 PM,BX12+,2012,507
05/09/2025 08:00:00 AM,BX12+,2406,413
07/05/2025 02:00:00 PM,BX12+,1407,344
05/10/2025 08:00:00 PM,BX12+,709,98
03/21/2025 05:00:00 AM,BX12+,123,20
01/13/2025 11:00:00 AM,BX12+,538,127
06/03/2025 11:00:00 PM,BX12+,24,8
07/11/2025 01:00:00 AM,BX12+,0,0
04/29/2025 05:00:00 PM,BX12+,1100,222
08/26/2025 11:00:00 PM,BX12+,17,7
07/24/2025 09:00:00 AM,BX12+,2019,579
03/30/2025 10:00:00 PM,BX12+,52,10
04/13/2025 01:00:00 AM,BX12+,0,0
03/16/2025 08:00:00 AM,BX12+,363,56
05/29/2025 01:00:00 PM,BX12+,1789,397
01/02/2025 10:00:00 PM,BX12+,49,14
04/30/2025 05:00:00 AM,BX12+,149,21
08/15/2025 02:00:00 PM,BX12+,1814,478
01/31/2025 02:00:00 AM,BX12+,0,0
05/06/2025 09:00:00 AM,BX12+,1750,341
06/03/2025 12:00:00 AM,BX12+,10,2
05/25/2025 04:00:00 PM,BX12+,1198,220
07/18/2025 12:00:00 PM,BX12+,1646,387
02/12/2025 01:00:00 AM,BX12+,0,0
02/09/2025 02:00:00 AM,BX12+,0,0
01/24/2025 12:00:00 AM,BX12+,4,3
08/10/2025 09:00:00 PM,BX12+,260,68
04/21/2025 03:00:00 AM,BX12+,0,0
02/15/2025 02:00:00 PM,BX12+,450,79
03/17/2025 04:00:00 PM,BX12+,1060,231
08/18/2025 03:00:00 AM,BX12+,0,0
01/25/2025 08:00:00 AM,BX12+,0,0
03/08/2025 07:00:00 PM,BX12+,322,56
07/15/2025 02:00:00 AM,BX12+,0,0
04/20/2025 08:00:00 AM,BX12+,369,73
07/27/2025 12:00:00 PM,BX12+,852,226
07/23/2025 10:00:00 AM,BX12+,1621,401
07/03/2025 07:00:00 PM,BX12+,787,164
04/28/2025 01:00:00 PM,BX12+,888,214
02/11/2025 09:00:00 PM,BX12+,138,23
08/13/2025 11:00:00 AM,BX12+,1606,442
04/01/2025 11:00:00 PM,BX12+,15,7
03/06/2025 01:00:00 PM,BX12+,917,225
02/18/2025 12:00:00 PM,BX12+,700,161
03/02/2025 09:00:00 PM,BX12+,84,13
01/26/2025 01:00:00 AM,BX12+,0,0
03/30/2025 03:00:00 AM,BX12+,0,0
08/28/2025 08:00:00 AM,BX12+,1475,276
06/19/2025 05:00:00 AM,BX12+,270,36
02/26/2025 04:00:00 AM,BX12+,0,0
04/16/2025 10:00:00 PM,BX12+,76,21
08/24/2025 11:00:00 PM,BX12+,33,10
05/08/2025 03:00:00 AM,BX12+,0,0
04/23/2025 04:00:00 AM,BX12+,3,0
01/10/2025 03:00:00 PM,BX12+,773,150
07/17/2025 08:00:00 PM,BX12+,813,202
02/21/2025 01:00:00 PM,BX12+,917,184
08/13/2025 05:00:00 AM,BX12+,254,38
06/19/2025 10:00:00 AM,BX12+,1513,414
06/04/2025 12:00:00 AM,BX12+,20,6
08/14/2025 02:00:00 AM,BX12+,0,0
01/15/2025 09:00:00 PM,BX12+,103,19
06/02/2025 11:00:00 PM,BX12+,22,7
08/27/2025 02:00:00 PM,BX12+,945,266
04/10/2025 03:00:00 PM,BX12+,1021,231
07/11/2025 09:00:00 AM,BX12+,1672,437
08/20/2025 11:00:00 AM,BX12+,1479,444
03/04/2025 09:00:00 PM,BX12+,151,30
06/20/2025 12:00:00 PM,BX12+,1503,333
06/10/2025 02:00:00 PM,BX12+,1827,448
08/31/2025 01:00:00 AM,BX12+,0,0
06/27/2025 11:00:00 PM,BX12+,34,10
03/14/2025 07:00:00 AM,BX12+,1307,263
04/07/2025 04:00:00 PM,BX12+,1080,214
06/17/2025 01:00:00 PM,BX12+,1838,456
01/16/2025 12:00:00 PM,BX12+,579,130
04/12/2025 04:00:00 PM,BX12+,547,102
05/08/2025 01:00:00 AM,BX12+,0,0
07/06/2025 01:00:00 PM,BX12+,1087,236
01/06/2025 11:00:00 AM,BX12+,495,109
02/28/2025 05:00:00 AM,BX12+,141,15
03/13/2025 02:00:00 PM,BX12+,1065,186
06/05/2025 11:00:00 PM,BX12+,28,8
03/16/2025 10:00:00 PM,BX12+,51,5
06/13/2025 03:00:00 AM,BX12+,0,0
02/15/2025 10:00:00 PM,BX12+,67,18
02/25/2025 06:00:00 AM,BX12+,828,136
08/08/2025 02:00:00 AM,BX12+,0,0
06/22/2025 03:00:00 PM,BX12+,1355,278
03/18/2025 06:00:00 AM,BX12+,923,174
06/02/2025 12:00:00 PM,BX12+,1671,397
08/18/2025 02:00:00 AM,BX12+,0,0
07/23/2025 12:00:00 PM,BX12+,1724,397
06/19/2025 02:00:00 AM,BX12+,0,0
01/22/2025 02:00:00 AM,BX12+,0,0
06/18/2025 12:00:00 AM,BX12+,28,10
02/10/2025 01:00:00 PM,BX12+,816,191
03/13/2025 06:00:00 AM,BX12+,832,158
08/06/2025 04:00:00 PM,BX12+,2530,569
07/30/2025 02:00:00 AM,BX12+,0,0
02/04/2025 03:00:00 AM,BX12+,0,0
02/19/2025 09:00:00 PM,BX12+,121,27
08/15/2025 10:00:00 AM,BX12+,1664,451
05/13/2025 08:00:00 PM,BX12+,670,97
03/31/2025 11:00:00 PM,BX12+,5,0
06/01/2025 03:00:00 AM,BX12+,0,0
02/10/2025 08:00:00 AM,BX12+,1188,261
02/02/2025 01:00:00 AM,BX12+,0,0
03/01/2025 01:00:00 AM,BX12+,2,1
05/18/2025 05:00:00 AM,BX12+,8,0
07/09/2025 12:00:00 AM,BX12+,14,8
04/10/2025 04:00:00 PM,BX12+,1078,224
03/17/2025 09:00:00 AM,BX12+,811,185
05/17/2025 02:00:00 AM,BX12+,0,0
02/23/2025 05:00:00 PM,BX12+,448,87
05/18/2025 03:00:00 AM,BX12+,0,0
03/17/2025 03:00:00 PM,BX12+,1088,220
03/04/2025 07:00:00 PM,BX12+,425,99
05/26/2025 03:00:00 PM,BX12+,1583,352
02/21/2025 05:00:00 PM,BX12+,778,153
04/17/2025 09:00:00 AM,BX12+,834,224
07/28/2025 12:00:00 AM,BX12+,28,15
05/23/2025 03:00:00 PM,BX12+,2081,418
02/12/2025 05:00:00 PM,BX12+,861,190
02/19/2025 08:00:00 AM,BX12+,1107,266
08/22/2025 03:00:00 AM,BX12+,0,0
06/09/2025 08:00:00 PM,BX12+,618,112
06/21/2025 12:00:00 AM,BX12+,14,10
08/21/2025 09:00:00 AM,BX12+,1653,459
06/25/2025 05:00:00 PM,BX12+,1739,376
03/16/2025 03:00:00 PM,BX12+,518,79
01/15/2025 07:00:00 AM,BX12+,1094,179
04/13/2025 05:00:00 AM,BX12+,2,0
07/24/2025 05:00:00 PM,BX12+,1913,408
07/18/2025 01:00:00 PM,BX12+,1775,423
02/07/2025 07:00:00 AM,BX12+,0,0
03/28/2025 03:00:00 PM,BX12+,1030,193
08/28/2025 09:00:00 PM,BX12+,170,42
08/12/2025 04:00:00 AM,BX12+,0,0
06/06/2025 10:00:00 AM,BX12+,1629,424
06/09/2025 01:00:00 PM,BX12+,1772,388
06/05/2025 09:00:00 PM,BX12+,382,92
08/05/2025 11:00:00 PM,BX12+,24,10
01/27/2025 06:00:00 AM,BX12+,0,0
05/02/2025 05:00:00 PM,BX12+,1774,371
06/14/2025 06:00:00 PM,BX12+,925,148
01/08/2025 06:00:00 AM,BX12+,596,92
07/18/2025 04:00:00 PM,BX12+,2174,562
03/27/2025 10:00:00 AM,BX12+,669,196
02/17/2025 08:00:00 PM,BX12+,197,30
05/24/2025 09:00:00 PM,BX12+,322,71
05/10/2025 10:00:00 AM,BX12+,1352,294
08/09/2025 12:00:00 AM,BX12+,20,8
08/24/2025 04:00:00 AM,BX12+,0,0
01/25/2025 12:00:00 AM,BX12+,0,0
06/22/2025 06:00:00 AM,BX12+,162,18
04/23/2025 09:00:00 AM,BX12+,881,208
03/07/2025 02:00:00 PM,BX12+,877,174
08/26/2025 01:00:00 AM,BX12+,0,0
01/25/2025 07:00:00 PM,BX12+,0,0
05/29/2025 09:00:00 AM,BX12+,1691,404
05/22/2025 10:00:00 AM,BX12+,1206,339
07/07/2025 02:00:00 PM,BX12+,1684,430
02/08/2025 09:00:00 AM,BX12+,0,0
02/13/2025 10:00:00 AM,BX12+,613,143
04/06/2025 05:00:00 AM,BX12+,1,1
05/05/2025 01:00:00 PM,BX12+,1712,395
01/17/2025 07:00:00 PM,BX12+,326,70
07/05/2025 04:00:00 PM,BX12+,1295,292
01/08/2025 04:00:00 AM,BX12+,3,0
05/05/2025 03:00:00 PM,BX12+,2263,457
09/01/2025 02:00:00 PM,BX12+,0,0
05/24/2025 07:00:00 PM,BX12+,813,177
07/30/2025 03:00:00 PM,BX12+,1877,431
01/30/2025 12:00:00 PM,BX12+,0,0
03/07/2025 09:00:00 AM,BX12+,893,201
02/09/2025 10:00:00 AM,BX12+,0,0
04/20/2025 03:00:00 AM,BX12+,0,0
02/01/2025 11:00:00 AM,BX12+,0,0
06/17/2025 07:00:00 AM,BX12+,3264,588
07/29/2025 01:00:00 PM,BX12+,1646,416
04/19/2025 12:00:00 PM,BX12+,762,159
04/20/2025 02:00:00 PM,BX12+,609,132
07/07/2025 08:00:00 PM,BX12+,577,120
03/08/2025 08:00:00 AM,BX12+,637,124
07/22/2025 11:00:00 PM,BX12+,46,28
02/17/2025 05:00:00 AM,BX12+,7,2
