Year,Month,Timestamp,Day of Week,Hour of Day,Route ID,Direction,Borough,Route Type,Stop Order,Timepoint Stop ID,Timepoint Stop Name,Timepoint Stop Latitude,Timepoint Stop Longitude,Next Timepoint Stop ID,Next Timepoint Stop Name,Next Timepoint Stop Latitude,Next Timepoint Stop Longitude,Road Distance,Average Travel Time,Average Road Speed,Bus Trip Count,Timepoint Stop Georeference,Next Timepoint Stop Georeference
2024,5,05/01/2024 11:00:00 AM,Wednesday,11,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.374466,6.805272789683205,47,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2024,5,05/01/2024 10:00:00 PM,Wednesday,22,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.153336,7.049834431274353,5,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 02:00:00 PM,Tuesday,14,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.417804,6.759322274465625,44,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 07:00:00 PM,Tuesday,19,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.171798,7.028748896655679,39,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 09:00:00 AM,Tuesday,9,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,5.693748,7.61888102031886,40,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 11:00:00 AM,Tuesday,11,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.113748,7.095482076915319,40,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 06:00:00 AM,Tuesday,6,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,5.30733,8.173599567330564,25,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 12:00:00 PM,Tuesday,12,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.165582,7.035833926563564,46,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 03:00:00 PM,Tuesday,15,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.519096,6.654296598243966,48,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 08:00:00 AM,Tuesday,8,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.258498,6.93137724114155,51,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 05:00:00 AM,Tuesday,5,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,4.948614,8.766089097656618,12,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 04:00:00 PM,Tuesday,16,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.641664,6.531493669215528,46,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 10:00:00 AM,Tuesday,10,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,5.767524,7.521426342197291,39,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 07:00:00 AM,Tuesday,7,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,5.574462,7.781916081133586,62,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 09:00:00 PM,Tuesday,21,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,5.98917,7.243077376202733,20,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 10:00:00 PM,Tuesday,22,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,5.812488,7.463245066438882,4,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
